Chronologic VCS simulator copyright 1991-2022
Contains Synopsys proprietary information.
Compiler version T-2022.06_Full64; Runtime version T-2022.06_Full64;  Mar 29 18:07 2023
                   0       IDLE       IDLE SR: xxxxxxxxxxxxx Char: xx 0 x 0 String:                                                                 
              400861     SAMPLE      WAIT1 SR: 1111001011001 Char: 15 1 0 0 String:                                                               So
              400863      WAIT1      WAIT1 SR: 1110010110011 Char: 15 1 0 0 String:                                                               So
              404032      WAIT1       SYNC SR: 1110010110011 Char: 15 1 0 0 String:                                                               So
              404033       SYNC       SYNC SR: 1110010110011 Char: 15 1 0 0 String:                                                               So
              408009       SYNC     SAMPLE SR: 1110010110011 Char: 15 1 0 0 String:                                                               So
              408011     SAMPLE      WAIT0 SR: 1110010110011 Char: 15 1 0 0 String:                                                               So
              408013      WAIT0      WAIT0 SR: 1100101100110 Char: c6 0 0 0 String:                                                               So
              415963      WAIT0     SAMPLE SR: 1100101100110 Char: c6 0 0 0 String:                                                               So
              415965     SAMPLE      WAIT0 SR: 1100101100110 Char: c6 0 0 0 String:                                                               So
              415967      WAIT0      WAIT0 SR: 1001011001100 Char: 15 1 0 0 String:                                                               So
              419136      WAIT0       SYNC SR: 1001011001100 Char: 15 1 0 0 String:                                                               So
              419137       SYNC       SYNC SR: 1001011001100 Char: 15 1 0 0 String:                                                               So
              423113       SYNC     SAMPLE SR: 1001011001100 Char: 15 1 0 0 String:                                                               So
              423115     SAMPLE      WAIT1 SR: 1001011001100 Char: 15 1 0 0 String:                                                               So
              423117      WAIT1      WAIT1 SR: 0010110011001 Char: 15 1 0 0 String:                                                               So
              431067      WAIT1     SAMPLE SR: 0010110011001 Char: 15 1 0 0 String:                                                               So
              431069     SAMPLE      WAIT1 SR: 0010110011001 Char: 15 1 0 0 String:                                                               So
              431071      WAIT1      WAIT1 SR: 0101100110011 Char: 72 0 0 0 String:                                                               So
              439021      WAIT1     SAMPLE SR: 0101100110011 Char: 72 0 0 0 String:                                                               So
              439023     SAMPLE      WAIT1 SR: 0101100110011 Char: 72 0 0 0 String:                                                               So
              439025      WAIT1      WAIT1 SR: 1011001100111 Char: 15 1 0 0 String:                                                               So
              446975      WAIT1     SAMPLE SR: 1011001100111 Char: 15 1 0 0 String:                                                               So
              446977     SAMPLE  COMPLETED SR: 1011001100111 Char: 15 1 0 0 String:                                                               So
              446979  COMPLETED  COMPLETED SR: 0110011001111 Char: 6d 0 0 0 String:                                                               So
              454929  COMPLETED       IDLE SR: 0110011001111 Char: 6d 0 0 0 String:                                                               So
              454931       IDLE       IDLE SR: 0110011001111 Char: 6d 0 0 0 String:                                                              Som
              487104       IDLE       SYNC SR: 0110011001111 Char: 6d 0 0 0 String:                                                              Som
              487105       SYNC       SYNC SR: 0110011001111 Char: 6d 0 0 0 String:                                                              Som
              491081       SYNC     SAMPLE SR: 0110011001111 Char: 6d 0 0 0 String:                                                              Som
              491083     SAMPLE      WAIT1 SR: 0110011001111 Char: 6d 0 0 0 String:                                                              Som
              491085      WAIT1      WAIT1 SR: 1100110011111 Char: 49 0 0 0 String:                                                              Som
              494656      WAIT1       SYNC SR: 1100110011111 Char: 49 0 0 0 String:                                                              Som
              494657       SYNC       SYNC SR: 1100110011111 Char: 49 0 0 0 String:                                                              Som
              498633       SYNC     SAMPLE SR: 1100110011111 Char: 49 0 0 0 String:                                                              Som
              498635     SAMPLE      WAIT0 SR: 1100110011111 Char: 49 0 0 0 String:                                                              Som
              498637      WAIT0      WAIT0 SR: 1001100111110 Char: 15 1 0 0 String:                                                              Som
              502208      WAIT0       SYNC SR: 1001100111110 Char: 15 1 0 0 String:                                                              Som
              502209       SYNC       SYNC SR: 1001100111110 Char: 15 1 0 0 String:                                                              Som
              506185       SYNC     SAMPLE SR: 1001100111110 Char: 15 1 0 0 String:                                                              Som
              506187     SAMPLE      WAIT1 SR: 1001100111110 Char: 15 1 0 0 String:                                                              Som
              506189      WAIT1      WAIT1 SR: 0011001111101 Char: 15 1 0 0 String:                                                              Som
              514139      WAIT1     SAMPLE SR: 0011001111101 Char: 15 1 0 0 String:                                                              Som
              514141     SAMPLE      WAIT1 SR: 0011001111101 Char: 15 1 0 0 String:                                                              Som
              514143      WAIT1      WAIT1 SR: 0110011111011 Char: 6e 0 0 0 String:                                                              Som
              517312      WAIT1       SYNC SR: 0110011111011 Char: 6e 0 0 0 String:                                                              Som
              517313       SYNC       SYNC SR: 0110011111011 Char: 6e 0 0 0 String:                                                              Som
              521289       SYNC     SAMPLE SR: 0110011111011 Char: 6e 0 0 0 String:                                                              Som
              521291     SAMPLE      WAIT0 SR: 0110011111011 Char: 6e 0 0 0 String:                                                              Som
              521293      WAIT0      WAIT0 SR: 1100111110110 Char: 4e 0 0 0 String:                                                              Som
              529243      WAIT0     SAMPLE SR: 1100111110110 Char: 4e 0 0 0 String:                                                              Som
              529245     SAMPLE      WAIT0 SR: 1100111110110 Char: 4e 0 0 0 String:                                                              Som
              529247      WAIT0      WAIT0 SR: 1001111101100 Char: 15 1 0 0 String:                                                              Som
              537197      WAIT0     SAMPLE SR: 1001111101100 Char: 15 1 0 0 String:                                                              Som
              537199     SAMPLE      WAIT0 SR: 1001111101100 Char: 15 1 0 0 String:                                                              Som
              537201      WAIT0      WAIT0 SR: 0011111011000 Char: 3d 0 0 0 String:                                                              Som
              539968      WAIT0       SYNC SR: 0011111011000 Char: 3d 0 0 0 String:                                                              Som
              539969       SYNC       SYNC SR: 0011111011000 Char: 3d 0 0 0 String:                                                              Som
              543945       SYNC     SAMPLE SR: 0011111011000 Char: 3d 0 0 0 String:                                                              Som
              543947     SAMPLE      WAIT1 SR: 0011111011000 Char: 3d 0 0 0 String:                                                              Som
              543949      WAIT1      WAIT1 SR: 0111110110001 Char: 15 1 0 0 String:                                                              Som
              547520      WAIT1       SYNC SR: 0111110110001 Char: 15 1 0 0 String:                                                              Som
              547521       SYNC       SYNC SR: 0111110110001 Char: 15 1 0 0 String:                                                              Som
              551497       SYNC     SAMPLE SR: 0111110110001 Char: 15 1 0 0 String:                                                              Som
              551499     SAMPLE      WAIT0 SR: 0111110110001 Char: 15 1 0 0 String:                                                              Som
              551501      WAIT0      WAIT0 SR: 1111101100010 Char: 15 1 0 0 String:                                                              Som
              555072      WAIT0       SYNC SR: 1111101100010 Char: 15 1 0 0 String:                                                              Som
